nom_cabina,calidad_aire,codi_dtes,zqa,codi_eoi,longitud,latitud,hora_o3,calidad_o3,valor_o3,hora_no2,calidad_no2,valor_no2,hora_pm10,calidad_pm10,valor_pm10,generat,dateTime
Eixample,Buena,IH,01,08019043,2.1538,41.3853,12h,Buena,52,12h,Bona,62,13h,Buena,30,12/06/2018 14:00,1528805103
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,11h,Buena,55,11h,Bona,78,13h,Buena,25,12/06/2018 14:00,1528805103
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,13h,Buena,82,13h,Bona,6,,,,12/06/2018 14:00,1528805103
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,13h,Buena,67,13h,Bona,31,13h,Buena,20,12/06/2018 14:00,1528805103
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,13h,Buena,66,13h,Bona,30,13h,Buena,20,12/06/2018 14:00,1528805103
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,13h,Bona,17,13h,Buena,23,12/06/2018 14:00,1528805103
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,14h,Bona,22,,,,12/06/2018 15:00,1528808703
Eixample,Buena,IH,01,08019043,2.1538,41.3853,12h,Buena,52,12h,Bona,62,14h,Buena,30,12/06/2018 15:00,1528808703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,12h,,,12h,,,14h,Buena,25,12/06/2018 15:00,1528808703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,76,14h,Bona,15,,,,12/06/2018 15:00,1528808703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,14h,Buena,77,14h,Bona,10,14h,Buena,20,12/06/2018 15:00,1528808703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,14h,Buena,78,14h,Bona,7,14h,Buena,19,12/06/2018 15:00,1528808703
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,14h,Bona,20,14h,Buena,22,12/06/2018 15:00,1528808703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,15h,Bona,9,,,,12/06/2018 16:00,1528812303
Eixample,Buena,IH,01,08019043,2.1538,41.3853,13h,,,13h,,,15h,Buena,30,12/06/2018 16:00,1528812303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,15h,Buena,74,15h,Bona,28,15h,Buena,26,12/06/2018 16:00,1528812303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,15h,Buena,77,15h,Bona,16,,,,12/06/2018 16:00,1528812303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,15h,Buena,80,15h,Bona,9,15h,Buena,21,12/06/2018 16:00,1528812303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,80,15h,Bona,7,15h,Buena,19,12/06/2018 16:00,1528812303
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,15h,Bona,18,15h,Buena,22,12/06/2018 16:00,1528812303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,16h,Bona,11,,,,12/06/2018 17:00,1528815902
Eixample,Buena,IH,01,08019043,2.1538,41.3853,14h,,,14h,,,16h,Buena,30,12/06/2018 17:00,1528815902
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,16h,Buena,81,16h,Bona,23,16h,Buena,25,12/06/2018 17:00,1528815902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,16h,Buena,81,16h,Bona,13,,,,12/06/2018 17:00,1528815902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,16h,Buena,82,16h,Bona,9,16h,Buena,20,12/06/2018 17:00,1528815902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,16h,Buena,82,16h,Bona,10,16h,Buena,19,12/06/2018 17:00,1528815902
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,16h,Bona,15,16h,Buena,22,12/06/2018 17:00,1528815902
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,17h,Bona,13,,,,12/06/2018 18:00,1528819502
Eixample,Buena,IH,01,08019043,2.1538,41.3853,15h,,,15h,,,17h,Buena,30,12/06/2018 18:00,1528819502
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,17h,Buena,75,17h,Bona,30,17h,Buena,24,12/06/2018 18:00,1528819502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,17h,Buena,80,17h,Bona,14,,,,12/06/2018 18:00,1528819502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,17h,Buena,79,17h,Bona,10,17h,Buena,20,12/06/2018 18:00,1528819502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,17h,Buena,81,17h,Bona,11,17h,Buena,19,12/06/2018 18:00,1528819502
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,17h,Bona,20,17h,Buena,23,12/06/2018 18:00,1528819502
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,18h,Bona,12,,,,12/06/2018 19:00,1528823102
Eixample,Buena,IH,01,08019043,2.1538,41.3853,18h,Buena,64,18h,Bona,40,18h,Buena,29,12/06/2018 19:00,1528823102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,18h,Buena,76,18h,Bona,37,18h,Buena,23,12/06/2018 19:00,1528823102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,18h,Buena,82,18h,Bona,15,,,,12/06/2018 19:00,1528823102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,18h,Buena,84,18h,Bona,10,18h,Buena,20,12/06/2018 19:00,1528823102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,18h,Buena,85,18h,Bona,12,19h,Buena,18,12/06/2018 19:00,1528823102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,18h,Bona,17,19h,Buena,24,12/06/2018 19:00,1528823102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,19h,Bona,12,,,,12/06/2018 20:00,1528826703
Eixample,Buena,IH,01,08019043,2.1538,41.3853,18h,Buena,64,18h,Bona,40,19h,Buena,28,12/06/2018 20:00,1528826703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,19h,Buena,80,19h,Bona,34,19h,Buena,23,12/06/2018 20:00,1528826703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,19h,Buena,85,19h,Bona,14,,,,12/06/2018 20:00,1528826703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,19h,Buena,89,19h,Bona,11,19h,Buena,20,12/06/2018 20:00,1528826703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,19h,Buena,90,19h,Bona,9,19h,Buena,19,12/06/2018 20:00,1528826703
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,19h,Bona,19,19h,Buena,25,12/06/2018 20:00,1528826703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,20h,Bona,15,,,,12/06/2018 21:00,1528830303
Eixample,Buena,IH,01,08019043,2.1538,41.3853,18h,Buena,64,18h,Bona,40,20h,Buena,27,12/06/2018 21:00,1528830303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,20h,Buena,73,20h,Bona,46,20h,Buena,24,12/06/2018 21:00,1528830303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,20h,Buena,81,20h,Bona,19,,,,12/06/2018 21:00,1528830303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,20h,Buena,85,20h,Bona,15,20h,Buena,21,12/06/2018 21:00,1528830303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,20h,Buena,91,20h,Bona,8,20h,Buena,19,12/06/2018 21:00,1528830303
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,20h,Bona,23,20h,Buena,27,12/06/2018 21:00,1528830303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,21h,Bona,15,,,,12/06/2018 22:00,1528833903
Eixample,Buena,IH,01,08019043,2.1538,41.3853,19h,,,19h,,,21h,Buena,26,12/06/2018 22:00,1528833903
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,21h,Buena,72,21h,Bona,41,21h,Buena,24,12/06/2018 22:00,1528833903
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,21h,Buena,79,21h,Bona,18,,,,12/06/2018 22:00,1528833903
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,21h,Buena,80,21h,Bona,17,21h,Buena,21,12/06/2018 22:00,1528833903
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,21h,Buena,89,21h,Bona,8,21h,Buena,19,12/06/2018 22:00,1528833903
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,21h,Bona,23,21h,Buena,27,12/06/2018 22:00,1528833903
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,22h,Bona,10,,,,12/06/2018 23:00,1528837503
Eixample,Buena,IH,01,08019043,2.1538,41.3853,20h,,,20h,,,22h,Buena,26,12/06/2018 23:00,1528837503
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,22h,Buena,72,22h,Bona,32,22h,Buena,24,12/06/2018 23:00,1528837503
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,22h,Buena,81,22h,Bona,11,22h,Buena,21,12/06/2018 23:00,1528837503
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,22h,Buena,86,22h,Bona,7,22h,Buena,20,12/06/2018 23:00,1528837503
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,22h,Bona,18,22h,Buena,28,12/06/2018 23:00,1528837503
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,23h,Bona,12,,,,13/06/2018 0:00,1528841102
Eixample,Buena,IH,01,08019043,2.1538,41.3853,,,,NA,,,23h,Buena,26,13/06/2018 0:00,1528841102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,23h,Buena,69,23h,Bona,29,23h,Buena,25,13/06/2018 0:00,1528841102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,23h,Buena,70,23h,Bona,18,,,,13/06/2018 0:00,1528841102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,23h,Buena,71,23h,Bona,14,23h,Buena,22,13/06/2018 0:00,1528841102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,23h,Buena,83,23h,Bona,8,23h,Buena,20,13/06/2018 0:00,1528841102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,23h,Bona,17,23h,Buena,28,13/06/2018 0:00,1528841102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,0h,Bona,10,,,,13/06/2018 1:00,1528844703
Eixample,Buena,IH,01,08019043,2.1538,41.3853,0h,Buena,64,0h,Bona,40,0h,Buena,25,13/06/2018 1:00,1528844703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,0h,Buena,64,0h,Bona,31,0h,Buena,24,13/06/2018 1:00,1528844703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,0h,Buena,70,0h,Bona,15,,,,13/06/2018 1:00,1528844703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,0h,Buena,69,0h,Bona,11,0h,Buena,22,13/06/2018 1:00,1528844703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,0h,Buena,75,0h,Bona,10,0h,Buena,20,13/06/2018 1:00,1528844703
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,0h,Bona,16,0h,Buena,28,13/06/2018 1:00,1528844703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,1h,Bona,16,,,,13/06/2018 2:00,1528848302
Eixample,Buena,IH,01,08019043,2.1538,41.3853,1h,Buena,46,1h,Bona,42,1h,Buena,28,13/06/2018 2:00,1528848302
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,1h,Buena,56,1h,Bona,36,1h,Buena,24,13/06/2018 2:00,1528848302
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,1h,Buena,59,1h,Bona,12,,,,13/06/2018 2:00,1528848302
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,1h,Buena,60,1h,Bona,18,1h,Buena,22,13/06/2018 2:00,1528848302
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,1h,Buena,70,1h,Bona,12,1h,Buena,19,13/06/2018 2:00,1528848302
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,1h,Bona,12,1h,Buena,28,13/06/2018 2:00,1528848302
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,2h,Bona,17,,,,13/06/2018 3:00,1528851902
Eixample,Buena,IH,01,08019043,2.1538,41.3853,2h,Buena,49,2h,Bona,31,2h,Buena,28,13/06/2018 3:00,1528851902
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,2h,Buena,52,2h,Bona,34,2h,Buena,24,13/06/2018 3:00,1528851902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,2h,Buena,55,2h,Bona,7,,,,13/06/2018 3:00,1528851902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,2h,Buena,57,2h,Bona,15,2h,Buena,21,13/06/2018 3:00,1528851902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,2h,Buena,57,2h,Bona,19,2h,Buena,19,13/06/2018 3:00,1528851902
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,2h,Bona,8,2h,Buena,28,13/06/2018 3:00,1528851902
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,3h,Bona,21,,,,13/06/2018 4:00,1528855502
Eixample,Buena,IH,01,08019043,2.1538,41.3853,3h,Buena,54,3h,Bona,18,3h,Buena,28,13/06/2018 4:00,1528855502
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,3h,Buena,50,3h,Bona,31,3h,Buena,24,13/06/2018 4:00,1528855502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,3h,Buena,48,3h,Bona,8,,,,13/06/2018 4:00,1528855502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,3h,Buena,55,3h,Bona,15,3h,Buena,21,13/06/2018 4:00,1528855502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,3h,Buena,53,3h,Bona,20,3h,Buena,19,13/06/2018 4:00,1528855502
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,3h,Bona,8,3h,Buena,27,13/06/2018 4:00,1528855502
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,4h,Bona,16,,,,13/06/2018 5:00,1528859102
Eixample,Buena,IH,01,08019043,2.1538,41.3853,4h,Buena,48,4h,Bona,22,4h,Buena,27,13/06/2018 5:00,1528859102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,4h,Buena,54,4h,Bona,27,4h,Buena,24,13/06/2018 5:00,1528859102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,4h,Buena,38,4h,Bona,18,,,,13/06/2018 5:00,1528859102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,4h,Buena,62,4h,Bona,10,4h,Buena,21,13/06/2018 5:00,1528859102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,4h,Buena,61,4h,Bona,13,4h,Buena,20,13/06/2018 5:00,1528859102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,4h,Bona,9,4h,Buena,27,13/06/2018 5:00,1528859102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,5h,Bona,14,,,,13/06/2018 6:00,1528862703
Eixample,Buena,IH,01,08019043,2.1538,41.3853,5h,Buena,51,5h,Bona,21,5h,Buena,27,13/06/2018 6:00,1528862703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,5h,Buena,56,5h,Bona,26,5h,Buena,24,13/06/2018 6:00,1528862703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,5h,Buena,49,5h,Bona,22,,,,13/06/2018 6:00,1528862703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,5h,Buena,61,5h,Bona,12,5h,Buena,21,13/06/2018 6:00,1528862703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,5h,Buena,60,5h,Bona,15,5h,Buena,20,13/06/2018 6:00,1528862703
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,5h,Bona,15,5h,Buena,27,13/06/2018 6:00,1528862703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,6h,Bona,16,,,,13/06/2018 7:00,1528866302
Eixample,Buena,IH,01,08019043,2.1538,41.3853,6h,Buena,47,6h,Bona,31,6h,Buena,28,13/06/2018 7:00,1528866302
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,6h,Buena,59,6h,Bona,24,6h,Buena,24,13/06/2018 7:00,1528866302
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,6h,Buena,54,6h,Bona,20,,,,13/06/2018 7:00,1528866302
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,6h,Buena,58,6h,Bona,16,6h,Buena,21,13/06/2018 7:00,1528866302
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,6h,Buena,63,6h,Bona,14,6h,Buena,20,13/06/2018 7:00,1528866302
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,6h,Bona,17,6h,Buena,26,13/06/2018 7:00,1528866302
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,7h,Bona,20,,,,13/06/2018 8:00,1528869903
Eixample,Buena,IH,01,08019043,2.1538,41.3853,7h,Buena,49,7h,Bona,41,7h,Buena,28,13/06/2018 8:00,1528869903
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,7h,Buena,52,7h,Bona,38,7h,Buena,24,13/06/2018 8:00,1528869903
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,7h,Buena,54,7h,Bona,22,,,,13/06/2018 8:00,1528869903
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,7h,Buena,57,7h,Bona,21,7h,Buena,21,13/06/2018 8:00,1528869903
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,7h,Buena,60,7h,Bona,19,7h,Buena,20,13/06/2018 8:00,1528869903
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,7h,Bona,28,7h,Buena,26,13/06/2018 8:00,1528869903
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,8h,Bona,22,,,,13/06/2018 9:00,1528873503
Eixample,Buena,IH,01,08019043,2.1538,41.3853,8h,Buena,45,8h,Bona,35,8h,Buena,27,13/06/2018 9:00,1528873503
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,8h,Buena,45,8h,Bona,57,8h,Buena,23,13/06/2018 9:00,1528873503
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,8h,Buena,46,8h,Bona,34,,,,13/06/2018 9:00,1528873503
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,8h,Buena,59,8h,Bona,20,8h,Buena,21,13/06/2018 9:00,1528873503
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,8h,Buena,61,8h,Bona,21,8h,Buena,20,13/06/2018 9:00,1528873503
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,8h,Bona,41,8h,Buena,26,13/06/2018 9:00,1528873503
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,10h,Bona,25,,,,13/06/2018 11:00,1528880703
Eixample,Buena,IH,01,08019043,2.1538,41.3853,10h,Buena,32,10h,Bona,57,10h,Buena,27,13/06/2018 11:00,1528880703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,10h,Buena,54,10h,Bona,45,10h,Buena,23,13/06/2018 11:00,1528880703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,10h,Buena,54,10h,Bona,29,,,,13/06/2018 11:00,1528880703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,10h,Buena,58,10h,Bona,20,10h,Buena,21,13/06/2018 11:00,1528880703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,10h,Buena,60,10h,Bona,21,10h,Buena,22,13/06/2018 11:00,1528880703
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,10h,Bona,40,10h,Buena,28,13/06/2018 11:00,1528880703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,11h,Bona,30,,,,13/06/2018 12:00,1528884303
Eixample,Buena,IH,01,08019043,2.1538,41.3853,11h,Buena,44,11h,Bona,37,11h,Buena,27,13/06/2018 12:00,1528884303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,10h,Buena,54,10h,Bona,45,11h,Buena,23,13/06/2018 12:00,1528884303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,11h,Buena,57,11h,Bona,25,,,,13/06/2018 12:00,1528884303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,11h,Buena,60,11h,Bona,15,11h,Buena,21,13/06/2018 12:00,1528884303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,11h,Buena,61,11h,Bona,18,11h,Buena,22,13/06/2018 12:00,1528884303
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,11h,Bona,25,11h,Buena,28,13/06/2018 12:00,1528884303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,13h,Bona,17,,,,13/06/2018 14:00,1528891503
Eixample,Buena,IH,01,08019043,2.1538,41.3853,11h,Buena,44,11h,Bona,37,13h,Buena,27,13/06/2018 14:00,1528891503
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,11h,,,11h,,,13h,Buena,22,13/06/2018 14:00,1528891503
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,12h,Buena,63,12h,Bona,22,,,,13/06/2018 14:00,1528891503
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,13h,Buena,73,13h,Bona,14,13h,Buena,21,13/06/2018 14:00,1528891503
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,13h,Buena,73,13h,Bona,15,14h,Buena,23,13/06/2018 14:00,1528891503
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,13h,Bona,24,14h,Buena,29,13/06/2018 14:00,1528891503
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,14h,Bona,16,,,,13/06/2018 15:00,1528895102
Eixample,Buena,IH,01,08019043,2.1538,41.3853,12h,,,12h,,,14h,Buena,27,13/06/2018 15:00,1528895102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,14h,Buena,86,14h,Bona,24,14h,Buena,22,13/06/2018 15:00,1528895102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,12h,Buena,63,12h,Bona,22,,,,13/06/2018 15:00,1528895102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,14h,Buena,83,14h,Bona,11,14h,Buena,21,13/06/2018 15:00,1528895102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,14h,Buena,81,14h,Bona,18,14h,Buena,27,13/06/2018 15:00,1528895102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,14h,Bona,64,14h,Buena,29,13/06/2018 15:00,1528895102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,15h,Bona,19,,,,13/06/2018 16:00,1528898703
Eixample,Buena,IH,01,08019043,2.1538,41.3853,13h,,,13h,,,15h,Buena,27,13/06/2018 16:00,1528898703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,15h,Buena,81,15h,Bona,44,15h,Buena,22,13/06/2018 16:00,1528898703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,15h,Buena,88,15h,Bona,8,15h,Buena,20,13/06/2018 16:00,1528898703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,96,15h,Bona,20,15h,Buena,27,13/06/2018 16:00,1528898703
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,14h,Bona,64,15h,Buena,29,13/06/2018 16:00,1528898703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,15h,Bona,19,,,,13/06/2018 17:00,1528902303
Eixample,Buena,IH,01,08019043,2.1538,41.3853,14h,,,14h,,,16h,Buena,26,13/06/2018 17:00,1528902303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,15h,Buena,81,15h,Bona,44,16h,Buena,22,13/06/2018 17:00,1528902303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,15h,Buena,88,15h,Bona,8,16h,Buena,20,13/06/2018 17:00,1528902303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,96,15h,Bona,20,16h,Buena,28,13/06/2018 17:00,1528902303
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,14h,Bona,64,16h,Buena,29,13/06/2018 17:00,1528902303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,15h,Bona,19,,,,13/06/2018 18:00,1528905903
Eixample,Buena,IH,01,08019043,2.1538,41.3853,15h,,,15h,,,17h,Buena,27,13/06/2018 18:00,1528905903
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,15h,Buena,81,15h,Bona,44,17h,Buena,23,13/06/2018 18:00,1528905903
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,16h,,,16h,,,18h,Buena,21,13/06/2018 18:00,1528905903
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,96,15h,Bona,20,17h,Buena,28,13/06/2018 18:00,1528905903
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,15h,,,17h,Buena,29,13/06/2018 18:00,1528905903
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,18h,Bona,29,,,,13/06/2018 19:00,1528909503
Eixample,Buena,IH,01,08019043,2.1538,41.3853,16h,,,16h,,,17h,Buena,27,13/06/2018 19:00,1528909503
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,18h,Buena,87,18h,Bona,55,18h,Buena,24,13/06/2018 19:00,1528909503
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,18h,Buena,85,18h,Bona,20,,,,13/06/2018 19:00,1528909503
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,18h,Buena,110,18h,Bona,19,18h,Buena,21,13/06/2018 19:00,1528909503
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,18h,Buena,97,18h,Bona,32,18h,Buena,28,13/06/2018 19:00,1528909503
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,18h,Bona,23,18h,Buena,29,13/06/2018 19:00,1528909503
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,19h,Bona,29,,,,13/06/2018 20:00,1528913103
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,18h,Buena,87,18h,Bona,55,19h,Buena,24,13/06/2018 20:00,1528913103
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,19h,Buena,84,19h,Bona,14,,,,13/06/2018 20:00,1528913103
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,19h,Buena,104,19h,Bona,21,19h,Buena,21,13/06/2018 20:00,1528913103
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,19h,Buena,102,19h,Bona,30,19h,Buena,28,13/06/2018 20:00,1528913103
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,19h,Bona,22,19h,Buena,28,13/06/2018 20:00,1528913103
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,20h,Bona,34,,,,13/06/2018 21:00,1528916702
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,18h,Buena,87,18h,Bona,55,20h,Buena,23,13/06/2018 21:00,1528916702
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,20h,Buena,90,20h,Bona,14,,,,13/06/2018 21:00,1528916702
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,20h,Buena,103,20h,Bona,22,20h,Buena,21,13/06/2018 21:00,1528916702
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,20h,Buena,104,20h,Bona,30,20h,Buena,28,13/06/2018 21:00,1528916702
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,20h,Bona,23,20h,Buena,26,13/06/2018 21:00,1528916702
