TIPO DE TRANSPORTE;Ciudad;Viajeros y tasas;Periodo;Total
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2023M08;14,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2023M07;14,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2023M06;14,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2023M05;14,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2023M04;15,5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2023M03;17,9
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2023M02;19,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2023M01;24,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2022M12;20,5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2022M11;21,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2022M10;23,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2022M09;24,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2022M08;26,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2022M07;26
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2022M06;26,8
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2022M05;29,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2022M04;29,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2022M03;31,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2022M02;32,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2022M01;31,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2021M12;27,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2021M11;28,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2021M10;26,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2021M09;25,5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2021M08;25
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2021M07;24,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2021M06;23,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2021M05;14,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2021M04;-5,5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2021M03;-29
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2021M02;-46,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2021M01;-48
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2020M12;-46,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2020M11;-47,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2020M10;-47,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2020M09;-48,4
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2020M08;-49,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2020M07;-49,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2020M06;-49,5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2020M05;-46,9
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2020M04;-36,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2020M03;-17,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2020M02;2,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2020M01;-0,5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2019M12;3,8
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2019M11;3,8
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2019M10;4,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2019M09;5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2019M08;4,8
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2019M07;5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2019M06;4,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2019M05;5,9
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2019M04;6,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2019M03;7,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2019M02;5,8
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2019M01;4,5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2018M12;3,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2018M11;2,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2018M10;2,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2018M09;1,5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2018M08;1,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2018M07;1,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2018M06;1,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2018M05;1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2018M04;2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2018M03;-0,8
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2018M02;3,8
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2018M01;7,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2017M12;3,9
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2017M11;4,5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2017M10;4,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2017M09;5,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2017M08;6,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2017M07;6,4
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2017M06;6,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2017M05;6,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2017M04;5,8
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2017M03;10,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2017M02;6,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2017M01;7,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2016M12;3,9
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2016M11;4,4
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2016M10;4,4
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2016M09;5,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2016M08;4,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2016M07;3,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2016M06;4,4
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2016M05;3,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2016M04;3,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2016M03;1,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2016M02;3,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2016M01;1,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2015M12;1,9
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2015M11;1,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2015M10;0,8
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2015M09;1,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2015M08;1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2015M07;0,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2015M06;0,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2015M05;-0,8
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2015M04;-1,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2015M03;-2,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2015M02;-3,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2015M01;-3,5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2014M12;0,9
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2014M11;0,9
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2014M10;1,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2014M09;1,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2014M08;0,9
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2014M07;1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2014M06;1,1
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2014M05;1,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2014M04;1,8
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2014M03;4,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2014M02;1,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2014M01;-1,3
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2013M12;1,8
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2013M11;1,5
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2013M10;0,7
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2013M09;-1,2
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2013M08;-1,6
Transporte urbano regular por autobús;08019 Barcelona;Variación de la media en lo que va de año;2013M07;-1,4
