test-ins - Madrid Innova;;;;;;;;;
Evento;Espacio;Tipo;Fecha;Hora Inicio;Hora Fin;Ponente;Dirigido a;inscritos;Descripción
Foro Madrid CyberStartup;Aravaca Innovation Lab;Conferencia;04-12-2024;10:00;14:00;Startups de Madrid Innovation;Startups;48;Tras la celebración del Foro de Ciberseguridad & IA, AIL vuelve a convertirse en el centro neurálgico de la ciberseguridad con el Foro Madrid CyberStartup. El 4 de diciembre, las mejores startups del ecosistema de Madrid se reunirán en nuestro centro para establecer un foro de debate acerca de las últimas tendencias del sector. ¡Habrá participación de Block-Auth, Daferra, Hackrocks y TWOM entre muchas otras startups! Además, contaremos con la presencia de inversores en representación de Intelectium, Pinama Capital23, Konika Minolta o del Fondo Bolsa Social, entre otros, quienes aportarán una visión diferente al evento, cargándolo de valor para los emprendedores y startups presentes. ¡Echa un vistazo a nuestra agenda y no dudes en inscribirte al próximo evento top de ciberseguridad en Madrid!      9:30 – 10:00 Recepción asistentes y Acreditaciones   10:00 - 10:15 Opening  Ángel Niño, Concejal de Innovación y Emprendimiento, Ayuntamiento de Madrid     10:15 - 10:35 Ponencia inaugural. Blockchain: cambiando la historia de la seguridad digital  Josué López, CEO & Founder, Block-Auth     10:35 - 10:55 Keynote 1. Cerrando el trato: el arte de seducir al inversor  Patricio Hunt, Founder y Managing Partner, Intelectium     10:55 - 11:35 Mesa redonda. La primera línea de defensa: el valor de la formación en ciberseguridad Moderador: Manuel Pérez, CTO & Co-Founder, WODAN  Óscar Iglesias, CEO, Daferra Leyre Pérez, CEO & Co-Founder, EDJ Jesús Álvarez, Director, IES Gerardo Diego     11:35 - 11:55 Keynote 2. Potenciando el talento: el éxito de la formación en ciberseguridad  Enrique Serrano, CEO & Founder, Hackrocks     11:55 - 12:25 Networking coffee   12:25 - 12:55 Taller. Estrategias que protegen: dibuja tu estrategia de marketing en ciberseguridad  Rubén Hervás, CEO & Founder, TWOM     12:55 - 13:35 Mesa redonda. Sin miedo a Goliat: claves para vender a multinacionales Modera: Juan Manuel Criado, CEO & Co-founder, Xeoris  Jesús Ávila, Director Organización Estratégica & IT, KONICA MINOLTA Guillermo Soto, Socio Director General, Pinama Capital23 Eliel Stofenmacher, Investment Associate, Fondo Bolsa Social     13:35 - 13:55 Keynote 3. Protegiendo la conversación: seguridad en agentes inteligentes con LLM  José Luís Fernández, Founder / Head AI & Security, evereven Manuel Eusebio de Paz, Founder / Head Architecture & Data, evereven     13:55 - 14: 00 Clausura  Silvia de la Maza, CTO, CARSA y Coordinadora, Aravaca Innovation Lab     14:00 - 14:30 Networking
Taller GoMad: Building trust in distributed systems: how Tendermint powers consensus in blockchains;Puerta innovación;Taller;04-12-2024;19:00;20:50;Antonio Pitasi;Desarrolladores;0;
InnovAI: Emprendimiento e IA;iLAB;Taller;03-12-2024;10:00;13:00;Erika Sánchez;Emprendedores;0;
FormaDOOR | Utilizando la inteligencia artificial para tu estrategia de marketing;Puerta innovación;Formación;03-12-2024;18:30;20:30;Cristina Allende, Creative Director en Kikiriki.words;Profesionales;7;
CryptoDays impulsa el ecosistema Web3 en Madrid;iLAB;Conferencia;28-11-2024;18:00;20:30;"Tomás Mujica: Founder de CryptoDays y Co-Founder de Nifty Club; Dangel Rodriguez Cofounder de GalaxyHub AI; Gunnar Camner: BASE Business Development & Product Partnership;  Yassir Doutroi: CMO & Cofounder de Block-Auth;  Borja Mosconi: CEO & Founder de Sforzalabs.";Emprendedores;0;
Comunidad Elixir | Taller práctico de programación funcional para todos;Puerta innovación;Taller;28-11-2024;19:00;20:30;Ángel Herranz;Desarrolladores;0;
The Participatory Group: IV Reunión Plenaria;iLAB;Taller;27-11-2024;09:00;15:00;The Participatory Group;Sector Público;0;
TechSapiens;iLAB;Conferencia;21-11-2024;18:00;20:30;CTrading;Emprendedores;0;
Meetup Potencia tu tienda online con WordPress y Elementor | Visita Crocoblock;Puerta innovación;Conferencia;21-11-2024;17:30;20:30;Anna Gurko, Lana Miro y Angel Zinsel;Profesionales;0;
FormaDOOR | Smart Networking: aprende, practica y vende;Puerta innovación;Formación;20-11-2024;18:00;20:00;Paula Manteiga, CEO Sandler Madrid;Profesionales;14;
NSCoder Night Madrid: TDD en el mundo real;Puerta innovación;Taller;20-11-2024;19:00;20:30;Jorge Lucena;Desarrolladores;0;
Puertas abiertas a la innovación cultural | Experiencias inmersivas en cultura: del concepto a la realidad;Puerta innovación;Conferencia;19-11-2024;17:00;20:00;Catalina Bohórquez, Belén Usero, Susana Cortes, Ángel Cobo y Beyond42 Digital Twin Platform;Profesionales;4;
DigiEduHack 2024: Tecnologías disruptivas como nuevos métodos de aprendizaje;Aravaca Innovation Lab;Taller;16-11-2024;09:00;14:00;;Emprendedores;0;"Este hackathon va dirigido a todas las personas interesadas en usar tecnologías disruptivas para cambiar la forma de aprender en diferentes áreas de la educación. Fomentamos a gente que pueda construir nuevos métodos de aprendizaje con tecnologías tales como gemelos digitales, impresión 3D, inteligencia artificial, realidad virtual, aprendizaje analítico, etc. Si estás interesado en participar en nuestro hackathon, inscríbete en este enlace, en el que también puedes consultar todos los detalles sobre el evento.      Viernes 15 de noviembre       15:45 - 16:00 Recepción asistentes   16:00 - 17:00 Opening Bienvenida informal; Ceremonia de inauguración; Creación de equipos y presentación.   17:00 - 20:30 Ideation Session Fase de ideación: Taller sobre el desafío         Sábado 16 de noviembre       09:45 -10:00 Recepción asistentes   10:00 - 11:30 Opening Bienvenida informal: fase de desarrollo y prototipado. Mismos equipos de trabajo.   11:30 - 12:30 Fun Session Aprendizaje interactivo   12:30 - 14:00 Final Session Finalización de la solución y carga a la plataforma.   14:00 - 15:00 Lunch and farewell Comida y despedida"
DigiEduHack 2024: Tecnologías disruptivas como nuevos métodos de aprendizaje;Aravaca Innovation Lab;Taller;15-11-2024;16:00;20:30;;Emprendedores;0;"Este hackathon va dirigido a todas las personas interesadas en usar tecnologías disruptivas para cambiar la forma de aprender en diferentes áreas de la educación. Fomentamos a gente que pueda construir nuevos métodos de aprendizaje con tecnologías tales como gemelos digitales, impresión 3D, inteligencia artificial, realidad virtual, aprendizaje analítico, etc. Si estás interesado en participar en nuestro hackathon, inscríbete en este enlace, en el que también puedes consultar todos los detalles sobre el evento.      Viernes 15 de noviembre       15:45 - 16:00 Recepción asistentes   16:00 - 17:00 Opening Bienvenida informal; Ceremonia de inauguración; Creación de equipos y presentación.   17:00 - 20:30 Ideation Session Fase de ideación: Taller sobre el desafío         Sábado 16 de noviembre       09:45 -10:00 Recepción asistentes   10:00 - 11:30 Opening Bienvenida informal: fase de desarrollo y prototipado. Mismos equipos de trabajo.   11:30 - 12:30 Fun Session Aprendizaje interactivo   12:30 - 14:00 Final Session Finalización de la solución y carga a la plataforma.   14:00 - 15:00 Lunch and farewell Comida y despedida"
Impulsing Financia 5ª Edición Networking;iLAB;Conferencia;15-11-2024;09:00;14:00;;Emprendedores;0;
GovTech: sector público como cliente;iLAB;Formación;13-11-2024;16:00;18:00;Diego Docavo;Startups;2;
Designing Phygital Experiences with User-Centered Approaches;Puerta innovación;Conferencia;13-11-2024;18:00;21:00;Gabriel Roque, Giuseppe Di Biase, Dušanka Ili?;Profesionales;0;
Programa aceleradora Govtech;iLAB;Formación;08-11-2024;09:00;18:00;;Startups;0;
Innovation Day;iLAB;Taller;07-11-2024;09:00;14:00;;Emprendedores;0;
FormaDOOR: La excesiva burocracia de la UE en temas de privacidad. Una barrera de entrada para las PYMES tecnológicas;Puerta innovación;Formación;07-11-2024;18:30;19:30;Elena Álvarez, abogada y fundadora de Tripee Law Services;Emprendedores;1;
Ayudas y financiación del emprendimiento;iLAB;Taller;06-11-2024;10:00;13:00;Miguel Ángel Sanz y Carlos López;Emprendedores;0;
Emprendimiento sostenible en el sector de la alimentación;Puerta innovación;Taller;06-11-2024;10:00;14:30;;Emprendedores;0;
Taller GoMad: Go+AI, ¿a quién se parece más?;Puerta innovación;Taller;06-11-2024;19:00;20:50;Jorge Ortíz;Desarrolladores;0;
Innovation Break By World Token Congress;iLAB;Conferencia;04-11-2024;11:30;13:30;;Emprendedores;0;
Emprendimiento sostenible en el sector de la alimentación;Puerta innovación;Taller;04-11-2024;10:00;14:30;;Emprendedores;0;
TOKENIZACIÓN, EMPRENDIMIENTO Y WEB3;iLAB;Entrega de premios;31-10-2024;18:00;20:45;Miguel Caballero;Emprendedores;0;
ComunicAIL Episodio 4: Mide los impactos de tu comunicación;Aravaca Innovation Lab;Taller;30-10-2024;12:00;13:30;Manuel Alejandro Carmona Guerrero;Emprendedores;6;Tan importante como alcanzar esos KPIs que te tienen tan absorbido es saber cómo medir el impacto que tu comunicación tiene. ¡Y tranquilidad! No todo puede medirse en números. A veces, no tener tantos ‘likes’ en esa publicación no es tan mala señal… Apúntate a esta sesión y aprenderás cómo analizar y medir qué desempeño está teniendo tu comunicación. Esto te ayudará a mejorar y adaptar lo que hagas en el futuro, ¡te lo prometemos! Si estás interesado, puedes inscribirte en el formulario de esta página o en este enlace.
Emprendimiento sostenible en el sector de la alimentación;Puerta innovación;Taller;30-10-2024;10:00;14:30;;Emprendedores;0;
La importancia de la promoción y digitalización del comercio minorista de la Comunidad de Madrid;Puerta innovación;Conferencia;30-10-2024;17:00;20:00;AMEIB;Emprendedores;0;
Seminario de Ciberseguridad: Futuro y Humanismo Digital;iLAB;Formación;29-10-2024;17:00;20:00;;Emprendedores;0;
Beers Storming | AI Startups Meetup: Promesas de la IA;Puerta innovación;Conferencia;29-10-2024;18:30;21:00;Juan Pedro Cabanas, Cristian (Pusher) Bietti, Tomás Martínez;Profesionales;0;
TechSapiens;iLAB;Taller;28-10-2024;18:00;20:30;;Emprendedores;0;
Conversando y compartiendo perspectivas innovadoras y humanas para la transformación de las organizaciones;iLAB;Taller;25-10-2024;09:30;14:00;Dr Jesse Segers, Sophy Pern, María Lorente, Dr Stefan Cousquer;Emprendedores;0;
Programa aceleradora Govtech;iLAB;Formación;25-10-2024;09:00;18:00;;Startups;0;
Emprendimiento sostenible en el sector de la alimentación;Puerta innovación;Taller;23-10-2024;10:00;14:30;;Emprendedores;0;
Conversaciones Cruciales desde RRHH;iLAB;Conferencia;22-10-2024;18:00;20:00;;Emprendedores;0;
¡Ven en octubre a un nuevo Martes de Design Thinking!;Puerta innovación;Taller;22-10-2024;18:30;20:50;Design Thinking;Emprendedores;0;
Emprendimiento sostenible en el sector de la alimentación;Puerta innovación;Taller;21-10-2024;10:00;14:30;;Emprendedores;0;
Emprendimiento sostenible en el sector de la alimentación;Puerta innovación;Taller;16-10-2024;10:00;14:30;;Emprendedores;0;
NSCoder Night Madrid: Programación Multiplataforma con Xojo. El Santo Grial;Puerta innovación;Taller;16-10-2024;19:00;20:30;Javier Menéndez;Desarrolladores;0;
DigiEduHack – Webinar informativo sobre el Hackathon de la Comisión Europea;Aravaca Innovation Lab;Conferencia;15-10-2024;13:30;14:30;Jean Pierre Inchaustegui;Estudiantes;4;Buscamos a personas interesadas en usar tecnologías disruptivas para cambiar la forma de aprender en diferentes áreas de la educación. Durante el webinar, se proporcionará una introducción a la iniciativa DigiEduHack de la Comisión Europea. Además, os daremos información sobre cómo se llevará a cabo el hackathon y cómo podéis participar en la iniciativa. We are looking for people interested in using disruptive technologies to change the way we learn in different areas of education. During the webinar, an introduction to the DigiEduHack initiative of the European Commission will be provided. In addition, we will give you information on how the hackathon will be carried out and how you can participate in the initiative. Si estás interesado en acudir a este evento, inscríbete en este enlace.
Programa aceleradora Govtech;iLAB;Formación;11-10-2024;09:00;18:00;;Startups;0;
Foro empresarial 4ª Edición AHCID y Huawei;iLAB;Conferencia;10-10-2024;09:00;14:00;AEMME - Asociación Española Multisectorial de Microempresas y la Asociación Hispano China para el Intercambio y el Desarrollo.;Empresas;0;
Meetup WordPress: La IA que nos ayuda a encontrar información. El caso del buscador de plugins WP;Puerta innovación;Taller;10-10-2024;18:30;20:30;Amadeu Arderiu;Profesionales;0;
El código de la creatividad. Potencia tu carrera redescubriendo tu lado más creativo;iLAB;Conferencia;09-10-2024;18:00;20:30;?Anita Cufari;Profesionales;0;
Revolucionando la Salud Juntos;iLAB;Conferencia;03-10-2024;16:30;20:30;;Emprendedores;0;
Foro Ciberseguridad & IA 2024;Aravaca Innovation Lab;Conferencia;02-10-2024;09:30;14:15;RedBorder, Grupo CFI, Dataforce, Stormshield, TRC, SQS, Asociación Innovalia;Emprendedores;57;AIL acoge el 2 de octubre el Foro de Ciberseguridad & IA 2024, una iniciativa liderada por la empresa redborder que reunirá a expertos nacionales para debatir sobre el impacto de las nuevas amenazas en materia de ciberseguridad, la adaptación de los estándares y regulaciones y las oportunidades que ofrecen nuevas tecnologías como la IA generativa. El foro contará con ponencias y mesas redondas en las que participarán representantes de empresas como SQS, Grupo CFI, DotForce, TRC o Stormshield, entre otros. A continuación te ofrecemos el programa completo con los ponentes, los horarios y los temas que se van a tratar durante el evento. Si no puedes acudir, te invitamos a estar pendiente de nuestras redes sociales para seguir en directo todas las actualizaciones sobre esta jornada gratuita que aspira a transformar la realidad de tu empresa y ayudarte a fortalecer tu networking.  ¡Acompáñanos!      9:30 – 10:00 Recepción asistentes y Acreditaciones   10:00 - 10:15 Opening  Alexander Bernal, Business Development Manager, redborder Jesús de la Maza, Director General, CARSA y Presidente, Grupo Innovalia Ángel Niño, Concejal de Innovación y Emprendimiento, Ayuntamiento de Madrid     10:15 - 10:35 Ponencia inaugural: La IA como pilar esencial de la ciberseguridad  Paula Martín, Product Owner, TRC     10:35 - 10:55 Keynote 1: Nuevas amenazas en Ciberseguridad, ¿mismos riesgos?  Borja Pérez, Country Manager, Stormshield     10:55 - 11:30 Mesa redonda: Gobierno del ciclo de vida de un incidente  Moderador: Víctor de la Hoz, Desarrollo de negocio, SQS  José Luis Pozo, Responsable del Área de Preventa, DotForce Alexander Bernal, Business Development Manager, redborder     11:30 - 12:00 Networking coffee   12:00 - 12:20 Keynote 2: Gestión del ciberriesgo humano  Fernando Mateus, Fundador y CEO, Kymatio      12:20 - 13:00 Debate participativo: Normativa en materia de Ciberseguridad y protección de datos  Begoña Laibarra, Directora, SQS Julio César Miguel, CEO, Grupo CFI     13:00 - 13:20 Keynote 3: Camino hacia la agilidad Criptográfica  Javier Fernández, Regional Sales Manager Iberia, Sectigo     13:20 - 13:50 Casos de éxito en ciberseguridad  Helena Sansalvador, Business Development Manager, Xeoris Manuel Pérez, CTO, Wodan     13:50  - 14:10 Keynote 4: MSP Servicios gestionados de la ciberseguridad  Daniel Valenzuela, CEO, Zaltor     14:10 - 14: 15 Clausura  Jesús de la Maza, Director General, CARSA y Presidente, Grupo Innovalia      14:15 - 15:00 Networking lunch
Protección de la innovación para startups;iLAB;Taller;02-10-2024;11:00;14:00;;Emprendedores;0;
Taller GoMad: Cómo usar el paquete reflect en Go;Puerta innovación;Taller;02-10-2024;19:00;20:50;Juan Céspedes;Desarrolladores;0;
NSCoder Night Madrid: Desbloquea el potencial de ingresos de tu app con Revenue Cat;Puerta innovación;Taller;25-09-2024;19:00;20:30;Marcelo Laprea;Desarrolladores;0;
¡Ven en septiembre a un nuevo Martes de Design Thinking!;iLAB;Taller;24-09-2024;18:30;20:30;;Emprendedores;0;
¿Dónde nacen las (buenas) ideas?;iLAB;Taller;24-09-2024;19:00;20:30;Andrea Arroyo;Mujeres;0;
Behavioral Innovation;iLAB;Taller;18-09-2024;09:30;14:00;José Luis Cortina, Juan de Rus, Lluís Santamaría, Lola Duque, Olimpia Peyrona Usero y Cristina García Jiménez.;Emprendedores;0;
"Sesión de Liderazgo Interactiva: ""Los 4 Elementos del Liderazgo""";iLAB;Conferencia;18-09-2024;19:30;20:30;Lorena Rienzi;Mujeres;0;
Meetup Elementor Custom Post Types de WordPress: de principiante a experto;Puerta innovación;Taller;18-09-2024;18:30;20:30;Caco Martín;Profesionales;0;
#CodeMeet Madrid - Redefiniendo la Seguridad: el impacto de la IA en la Ciberseguridad;iLAB;Conferencia;17-09-2024;18:00;20:45;Antonio Reche, Eduardo García Sancho, Genelva Echávarri, Antonio Pérez Cano, Iván López Pérez.;Emprendedores;0;
Rueda de Prensa del Smart Energy Congress 2024;iLAB;Presentación de producto;17-09-2024;10:00;12:00;;Profesionales;0;
Afterwork presencial para recruiters ?? - Rubén Montesinos;iLAB;Taller;12-09-2024;18:00;20:30;Rubén Montesinos;Profesionales;0;
Meetup WordPress: Cómo nos atacan los malos y cómo podemos defendernos;Puerta innovación;Taller;12-09-2024;18:30;20:30;Santiago Cerro;Emprendedores;0;
FormaDOOR: Economía conductual y las claves para el éxito empresarial;Puerta innovación;Formación;10-09-2024;18:30;20:00;Elena Morante, Emma Bernardo, Chiara Cortina, Oto Whitehead, Juan José López;Emprendedores;10;
Presentación de Technovation Girls y Taller de Inteligencia Artificial;Aravaca Innovation Lab;Taller;07-09-2024;12:00;14:00;Power To Code, Technovation Girls Madrid;Mujeres;3;Si sientes que puedes cambiar el mundo... ¡únete a Technovation Girls! Arrancamos la nueva temporada de Technovation Girls 2025 y nos gustaría contar contigo para que nos ayudes a inspirar a niñas y jóvenes para que se conviertan en líderes e innovadoras. Technovation Girls es un programa de emprendimiento social y tecnología para chicas ente 8 y 18 años. Las chicas, junto con sus mentores trabajan juntos para resolver problemas importantes de su comunidad usando la tecnología, desarrollando habilidades técnicas, de innovación, creatividad, trabajo en equipo y liderazgo. Es un programa gratuito. En esta sesión os contaremos qué es Technovation Girls y distintas formas de colaborar en la temporada 2025. Además, podréis participar en un taller de inteligencia artificial donde aplicaremos la tecnología y la IA para poder alcanzar la solución a un problema común a través de la colaboración. ¡Únete a Technovation Girls y ayuda a fomentar el emprendimiento y la tecnología entre las niñas! Si estás interesado en acudir a este evento, inscríbete en este enlace.
